Key	Value
[NAME]受伤颇重，如惊弓之鸟，慌忙逃窜，保住了性命。	อาการบาดเจ็บของ [NAME] รุนแรงมากกลัวจนปัญญาหนีไป
在众人合力施法的关键时刻，[NAME]突然发难，剧烈的法力反噬重创了其他参与者，也让整个城镇化为尸山血海。[NAME]不费吹灰之力的击杀了这些[SCHOOL]的弟子，搜刮了他们的宝物。	เมื่อถึงช่วงเวลาสำคัญ [NAME] ก็เริ่มการโจมตีอย่างกะทันหัน เคาน์เตอร์เวทย์มนต์ที่รุนแรงโจมตีผู้เข้าร่วมคนอื่น ๆ และทำให้ทั้งเมืองกลายเป็นทะเลแห่งร่างกายและเลือด พลังอันมหาศาลของ [NAME] ได้สังหารสาวก [SCHOOL] เหล่านี้จากนั้น [IT] ก็ปล้นสมบัติของพวกเขาไป
在众人合力施法的关键时刻，[NAME]突然发难，然而他人却早有防备，逆转阵法反而重创了[NAME]。[NAME]慌乱中夺路而逃，保住一条性命，但是身负重伤，功力大损。	เมื่อถึงช่วงเวลาสำคัญ [NAME] ก็เริ่มการโจมตีอย่างกะทันหัน แต่คนอื่น ๆ ได้เตรียมการไว้แล้วพวกเขาจึงโต้กลับโดยกดปุ่ม [NAME] ในความโกลาหล [NAME] หนีออกมาช่วยชีวิต [ITS] แต่ได้รับบาดเจ็บสาหัสในระหว่างการดำเนินการ
[NAME]不想惹这些闲事，扭头就走。	[NAME] ไม่อยากติด [ITS] จมูกในที่ที่มันไม่ได้เป็นของมันเลยหันไปทางซ้าย
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派妖人。\n[NAME]二话不说，施了一个剑诀。法宝如同电光惊龙，斩向这帮{1}的邪魔。\n双方本来势均力敌，[NAME]的加入使得邪魔迅速溃败，他们丢下几具尸体后便四散逃命去了。\n{0}的弟子感谢了[NAME]施以援手，并将战利品拿出来供他挑选。	[NAME] รีบเข้ามาและพบว่าสาวก {0} รายล้อมกลุ่มปีศาจลึกลับ \n [NAME] ไม่ได้พูดอะไรและแค่ใช้ดาบตวัด อาวุธที่เปล่งประกายไปในอากาศเหมือนมังกรหั่นเข้าหากลุ่มปีศาจ \n ทั้งสองฝ่ายก้ำกึ่งการเข้าร่วมการต่อสู้ของ [NAME] ทำให้ปีศาจพ่ายแพ้อย่างรวดเร็ว เมื่อพวกมันล้มลงพวกปีศาจก็กระจัดกระจายไป \n สาวก {0} คนขอบคุณ [NAME] ที่ให้ยืมมือ
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派妖人。\n[NAME]二话不说，加入战团。对这群{1}的邪魔发动了攻击。\n一番苦斗，众人各自负伤，邪派妖人见形势不妙，使了个脱身的手段，逃离了此处。\n因[NAME]修为太低，并没有帮上什么实质的忙，{0}的弟子感谢了[NAME]的援手，就告辞离去了。	[NAME] รีบเข้ามาและพบว่าสาวก {0} รายล้อมกลุ่มปีศาจลึกลับ \n โดยไม่ต้องพูดอะไรมาก [NAME] ก็เข้าร่วม ได้มีการโจมตีกลุ่มปีศาจ {1} กลุ่มนี้ \n มันเป็นการต่อสู้ที่ยากลำบากทุกคนต่างพากันเลีย แต่ในที่สุดพวกปีศาจก็เห็นว่าสถานการณ์ดูไม่มีแนวโน้มเห็นหนทางที่จะหลบหนีและเอามันไป \n เนื่องจากการเพาะปลูกของ [NAME] ไม่ได้ขึ้นอยู่กับความสิ้นหวังสาวก {0} คนจึงขอบคุณ [NAME] ที่ให้ยืมมือและจากไป
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派弟子。\n虽同为邪道，[NAME]却与{1}的这几名弟子早有私怨。他狞笑两声，毫无声息的向这帮{1}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人。\n双方本来势均力敌，[NAME]的偷袭使得{1}迅速溃败，[NAME]放开手脚，大杀特杀，将这群{1}的弟子全歼当场。不过[NAME]不欲与正道纠缠，搜了几个无主的宝物便迅速离去。	[NAME] รีบเข้ามาและพบว่าสาวก {0} มีกลุ่มสาวกปีศาจล้อมรอบ \n ถึงแม้ว่าทั้งสองจะอยู่ในกฎแห่งความชั่วร้ายเดียวกัน แต่ [NAME] ได้กักขังสาวก {1} กลุ่มนี้มานาน [IT] หัวเราะเยาะอย่างน่ารังเกียจและเปิดตัวการแอบโจมตีกลุ่มสาวก {1} ในขณะที่พวกเขาถูกจับได้โดยสิ้นเชิง [NAME] สามารถกำจัดฝ่ายตรงข้ามจำนวนหนึ่งออกไปได้ด้วยการเคลื่อนไหวเพียงครั้งเดียว \n ทั้งสองฝ่ายมีการจับคู่เท่า ๆ กัน แต่การลอบโจมตีของ [NAME] ทำให้ {1} พ่ายแพ้อย่างรวดเร็ว [NAME] ปล่อยใจล้างสาวกทั้งกลุ่ม {1} คนออกไป ตอนนี้ [NAME] ไม่ต้องการยุ่งเกี่ยวกับกฎอันชอบธรรม [IT] หยิบสมบัติสองสามชิ้นออกมาและหลบหนีไปด้วย
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派弟子。\n虽同为邪道，[NAME]却与{1}的这几名弟子早有私怨。他狞笑两声，毫无声息的向这帮{1}的弟子发动偷袭。但是由于[NAME]修为太低，他的偷袭却被早早识破，反而暴露了自己的身形。\n在[NAME]出手的瞬间，{1}的弟子突然大喊，感谢救援云云，同时向[NAME]发动了狠辣的攻击。正派弟子闻言大惊失色，以为来了援军，调转法宝也向[NAME]攻去。[NAME]万万没想到局面变成这样，腹背受敌，瞬间遭到重创，只得仓皇逃窜。	[NAME] รีบเข้ามาและพบว่าสาวก {0} มีกลุ่มสาวกปีศาจล้อมรอบ \n ถึงแม้ว่าทั้งสองจะอยู่ในกฎแห่งความชั่วร้ายเดียวกัน แต่ [NAME] ได้กักขังสาวก {1} กลุ่มนี้มานาน [IT] หัวเราะเยาะอย่างน่ารังเกียจและเปิดตัวการแอบโจมตีกลุ่มสาวก {1} แต่เนื่องจากการเพาะปลูกของ [NAME] ไม่ได้ขึ้นอยู่กับความยุ่งเหยิงดังนั้นการลอบโจมตี [ITS] จึงถูกมองผ่านและ [IT] ก็ยังถูกเปิดเผย \n ในขณะที่ [NAME] ทำการเคลื่อนไหวสาวก {1} คนก็ตะโกนขอบคุณพวกเขาที่ให้ยืมมือทุกคนพร้อมกับเริ่มการโจมตีที่ดุร้ายใส่ [ENHIM] เหล่าสาวกผู้ชอบธรรมหน้าซีดพวกเขาคิดว่ากองกำลังกำลังมาพวกเขาจึงหันมาโจมตี [NAME] [NAME] ไม่เคยคิดมาก่อนว่าสถานการณ์จะกลายเป็นเช่นนี้ติดอยู่ระหว่างก้อนหินและสถานที่แข็งจากนั้นในชั่วพริบตาเดียว [IT] ก็เข้าปะทะและ [IT] ทั้งหมดที่ทำได้ก็คือหนีเตลิดเปิดเปิง
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派弟子。\n[NAME]二话不说，施了一个剑诀。法宝如同电光惊龙，斩向这帮{0}的伪君子。\n双方本来势均力敌，[NAME]的加入使得正道弟子迅速溃败，他们丢下几具尸体后便四散逃命去了。\n{1}的弟子感谢了[NAME]施以援手，并将战利品拿出来供他挑选。	[NAME] รีบเข้ามาและพบว่าสาวก {1} รายล้อมกลุ่มสาวกของสำนักที่ชอบธรรม \n [NAME] ไม่ได้พูดอะไรและแค่ใช้ดาบตวัด อาวุธของพวกเขาวาบไปในอากาศราวกับมังกรที่มันหั่นใส่คนหน้าซื่อใจคดกลุ่มนี้ {0} \n ทั้งสองฝ่ายก้ำกึ่ง แต่การเข้าร่วมการต่อสู้ของ [NAME] ทำให้สาวกแห่งธรรมบัญญัติพ่ายแพ้อย่างรวดเร็ว หลังจากที่จำนวนของพวกเขาลดลงเล็กน้อยพวกเขาก็กระจัดกระจาย \n สาวก {1} คนขอบคุณ [NAME] ที่ให้ยืมมือและให้ [ENHIM] เลือก [ITS] ของริบ
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正道弟子。\n[NAME]二话不说，加入战团。对这群{0}的伪君子发动了攻击。\n一番苦斗，众人各自负伤，正道弟子见形势不妙，使了个脱身的手段，逃离了此处。\n因[NAME]修为太低，并没有帮上什么实质的忙，{1}的弟子冷笑着发出两声讽刺，就离开了此处。	[NAME] รีบเข้ามาและพบว่าสาวก {1} รายล้อมกลุ่มสาวกแห่งธรรมบัญญัติอันชอบธรรม \n โดยไม่ต้องพูดอะไรมาก [NAME] ก็เข้าร่วม [IT] เปิดการโจมตีกลุ่มคนหน้าซื่อใจคด {0} กลุ่มนี้ \n มันเป็นการต่อสู้ที่ต่อสู้อย่างหนักทุกคนต่างพากันเลีย และเมื่อสาวกแห่งธรรมบัญญัติเห็นว่าสถานการณ์ไม่เป็นที่โปรดปรานพวกเขาจึงใช้อุบายเพื่อพาตัวเองออกไปจากที่นั่น \n เนื่องจากการเพาะปลูกของ [NAME] ไม่ได้ขึ้นอยู่กับความสิ้นหวัง [IT] จึงไม่สามารถให้ความช่วยเหลือที่แท้จริงได้ดังนั้นสาวก {1} คนจึงเยาะเย้ย [ENHIM] และบางคนถึงกับเยาะเย้ย [ENHIM] เล็กน้อย ครั้งแล้วพวกเขาก็จากไป
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人。\n双方本来势均力敌，[NAME]的偷袭使得{0}迅速溃败，[NAME]看局面必死，也没有现出身形，搜了几个无主的宝物便迅速离去。	[NAME] รีบเข้ามาและพบว่าสาวก {1} คนกำลังล้อมพวกสำนักที่ชอบธรรม \n แม้ว่าทั้งสองจะเป็นธรรมบัญญัติอันชอบธรรม แต่ [NAME] ได้แสดงความไม่พอใจต่อสาวกของ {0} เหล่านี้มานานแล้ว [IT] ได้เปลี่ยนอาวุธ [ITS] อย่างลับๆและเปิดการโจมตีแบบลับๆโดยไม่ส่งเสียงใด ๆ จากสาวก {0} กลุ่มนี้ ในขณะที่พวกเขาถูกจับได้โดยสิ้นเชิง [NAME] สามารถกำจัดฝ่ายตรงข้ามจำนวนหนึ่งออกไปได้ด้วยการเคลื่อนไหวเพียงครั้งเดียว \n ทั้งสองฝ่ายเสมอกัน แต่การเข้าร่วมการต่อสู้ของ [NAME] ทำให้ {0} พ่ายแพ้ในระยะสั้น [NAME] ดูสถานการณ์และคิดว่ามันคือทั้งหมดที่เธอเขียนดังนั้น [IT] จึงหลบหนีไปพร้อมกับสมบัติบางอย่าง
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派弟子。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。但是由于[NAME]修为太低，他的偷袭却被早早识破，反而暴露了自己的身形。\n{0}的弟子对你的偷袭感到异常震怒，他们甚至拼着受伤，向[NAME]施展出{0}的镇派绝杀，将之狠狠重创。[NAME]偷鸡不成蚀把米，慌不择路的逃离战场。\n借着绝杀余威，{0}的弟子杀出包围，逃离了战场。随后，他们向修行界曝光了[NAME]的卑劣行径。	[NAME] รีบเข้ามาและพบว่าสาวก {1} รายล้อมกลุ่มสาวกของสำนักที่ชอบธรรม \n แม้ว่าทั้งสองจะเป็นธรรมบัญญัติอันชอบธรรม แต่ [NAME] ได้แสดงความไม่พอใจต่อสาวกของ {0} เหล่านี้มานานแล้ว [IT] ได้เปลี่ยนอาวุธ [ITS] อย่างลับๆและเปิดการโจมตีแบบลับๆโดยไม่ส่งเสียงใด ๆ จากสาวก {0} กลุ่มนี้ แต่เนื่องจากการเพาะปลูกของ [NAME] ไม่ได้ขึ้นอยู่กับความยุ่งเหยิงดังนั้นการลอบโจมตี [ITS] จึงถูกมองผ่านและ [IT] ก็ถูกเปิดเผย \n สาวก {0} คนถูกโจมตีอย่างผิดปกติโดย [ITS] พวกเขาเต็มใจที่จะเสี่ยงต่อการบาดเจ็บเพื่อดึงการเคลื่อนไหวขั้นสูงสุดของสำนัก [NAME] ออกมาเพื่อสร้างความเสียหายร้ายแรงให้กับ [ENHIM] [NAME] ใช้กฎใด ๆ [IT] ที่สามารถหลบหนีได้ไม่ว่าจะมีค่าใช้จ่ายใด \n ตามชื่อของพวกเขาเหล่าสาวก {0} ได้เข่นฆ่าหาทางออกจากตำแหน่งที่ล้อมรอบเพื่อหลบหนีจากสนามรบ หลังจากนั้นพวกเขาก็ได้เปิดเผยพฤติกรรมที่ไม่เป็นประโยชน์ของ [NAME] ให้โลกได้รับรู้
[NAME]收起飞剑，落下云端。走到近处，才发现这是一群{0}的内门弟子在用化血大阵收取冤魂练功，只是这座城池太大，进度甚为缓慢。\n[NAME]表明来意，愿意帮忙，只是需要分润一些好处。{0}的弟子略一沉吟答应了你的请求。众人合力施法，成功将整座城池的活人炼化。吸取了大量精纯的血气，[NAME]感到自己修为大进。	[NAME] หุ้มสิ่งประดิษฐ์และตกลงมาในกลุ่มเมฆ เมื่อเข้าใกล้เท่านั้น [IT] จึงค้นพบว่าเป็นกลุ่มสาวก {0} กลุ่มที่ใช้ Sanguine Absorption Formation เพื่อดึงผีของผู้ที่ถูกประหารชีวิตโดยมิชอบเพียงเพื่อฝึกฝน แม้ว่าเมืองจะใหญ่เกินไปความคืบหน้าจึงช้า \n [NAME] ระบุเหตุผลที่ [ITS] มาและ [IT] ยินดีที่จะช่วยเหลือเพื่อแบ่งปันการดำเนินการ สาวก {0} คนเห็นด้วยกับคำขอของ [ITS] ทุกคนรวมพลังกันและสามารถปรับแต่งเมืองทั้งเมืองได้สำเร็จ [NAME] ดูดเลือดบริสุทธิ์จำนวนมากและรู้สึกว่าพวกเขาก้าวหน้าไปไม่น้อย
[NAME]收起飞剑，落下云端。走到近处，才发现这是一群{0}的内门弟子在用化血大阵收取冤魂练功，只是这座城池太大，进度甚为缓慢。\n[NAME]念头一动，却起了更大的贪意。他上前表明可以帮助，只是需要分润一些好处。{0}的弟子略一沉吟答应了你的请求。然而在众人合力施法即将功成时，[NAME]却突然出手，将{0}的几名弟子打入阵中。大阵运转之下，其中活物无一幸免。[NAME]搜刮了{0}的几名弟子的全部珍藏，独吞了全部的好处，修为大进。	[NAME] หุ้มสิ่งประดิษฐ์และตกลงมาในกลุ่มเมฆ เมื่อเข้าใกล้เท่านั้น [IT] จึงค้นพบว่าเป็นกลุ่มสาวก {0} กลุ่มที่ใช้ Sanguine Absorption Formation เพื่อดึงผีของผู้ที่ถูกประหารชีวิตโดยมิชอบเพียงเพื่อฝึกฝน แม้ว่าเมืองจะใหญ่เกินไปความคืบหน้าจึงช้า \n ความคิดกระตุ้นให้เกิดความปรารถนามากยิ่งขึ้นใน [NAME] [IT] ก้าวไปข้างหน้าและระบุว่า [IT] สามารถช่วยได้เพียงแต่ว่า [IT] ต้องการส่วนแบ่งในการดำเนินการดังกล่าว สาวก {0} คนเห็นด้วยกับคำขอของ [ITS] แต่ในขณะที่ทุกคนรวมพลังกันกำลังจะประสบความสำเร็จ [NAME] ก็โยนสาวก {0} บางคนเข้าสู่กองเพลิง ขณะที่กำลังร่ายมนต์อยู่ไม่มีสิ่งใดติดอยู่ในนั้นรอดตาย [NAME] หลบหนีไปพร้อมกับสมบัติของสาวกทั้งหมด {0} คนได้รับสมบัติทั้งหมดสำหรับตัวเองและก้าวหน้าอย่างมาก
[NAME]收起飞剑，落下云端。走到近处，才发现这是一群{0}的内门弟子在用化血大阵收取冤魂练功，只是这座城池太大，进度甚为缓慢。\n[NAME]念头一动，却起了更大的贪意。他上前表明可以帮助，只是需要分润一些好处。{0}的弟子略一沉吟答应了你的请求。然而在众人合力施法即将功成时，[NAME]却突然出手，试图将{0}的几名弟子打入阵中。\n然而{0}的这几名弟子也不是省油的灯，他们也早已心怀歹意，在你动手的时候，他们趁势逆转阵法，强烈的反噬将将[NAME]重创，[NAME]侥幸脱身，但还是身受重伤，功力大损。	[NAME] หุ้มสิ่งประดิษฐ์และตกลงมาในกลุ่มเมฆ เมื่อเข้าใกล้เท่านั้น [IT] จึงค้นพบว่าเป็นกลุ่มสาวก {0} กลุ่มที่ใช้ Sanguine Absorption Formation เพื่อดึงผีของผู้ที่ถูกประหารชีวิตโดยมิชอบเพียงเพื่อฝึกฝน แม้ว่าเมืองจะใหญ่เกินไปความคืบหน้าจึงช้า \n ความคิดกระตุ้นให้เกิดความปรารถนามากยิ่งขึ้นใน [NAME] [IT] ก้าวไปข้างหน้าและระบุว่า [IT] สามารถช่วยได้เพียงแต่ว่า [IT] ต้องการส่วนแบ่งในการดำเนินการดังกล่าว สาวก {0} คนเห็นด้วยกับคำขอของ [ITS] แต่ในขณะที่การรวมพลังของทุกคนกำลังจะประสบความสำเร็จทันใดนั้น [NAME] ก็พยายามโยนสาวก {0} จำนวนหนึ่งเข้าไปในกองเพลิง \n ในขณะที่สาวก {0} ไม่ได้ขาดทักษะของตัวเองพวกเขาได้เก็บงำความมุ่งร้ายไว้แล้วดังนั้นเมื่อ [NAME] ไปทำการเคลื่อนไหว [ITS] พวกเขาจึงเปิดรูปแบบ [ENHIM] และกดปุ่ม [ENHIM] สำหรับบางคน สร้างความเสียหายอย่างหนักก่อนที่ [IT] จะหลีกทางและทำให้ [ENHIM] อ่อนแอลงในกระบวนการ
[NAME]惊怒交加，御剑赶了过去，发现这是一群{0}的邪魔布下化血大阵收人生魂，修炼魔功。\n[NAME]眼见情况紧急，来不及多想，运起全身功力轰破阵眼。{0}的弟子受阵法反噬，纷纷受伤，勃然大怒。放出性命交修的法宝向[NAME]攻来。\n[NAME]含怒出手，毫不容情，不消的几个回合便将敌手尽数诛杀，拯救了这个城镇的凡人。	[NAME] ทั้งประหลาดใจและโกรธ [IT] พร้อมใช้ดาบ [ITS] จากนั้นก็รีบวิ่งไปเพียงเพื่อจะพบว่าปีศาจ {0} กลุ่มนี้กำลังใช้การแปลงร่างของเลือดเพื่อดูดวิญญาณที่มีชีวิตเพียงเพื่อฝึกฝนเวทมนต์ของพวกเขา \n [NAME] เห็นว่าสถานการณ์ตกอยู่ในความคับแค้น แต่ไม่สามารถคิดหาทางแก้ไขได้ [IT] จึงวางกำลัง [ITS] ทั้งหมดที่จะแบกรับเพื่อระดมยิงกองกำลังเสริม สาวก {0} ถูกโจมตีโดยรูปแบบที่ยุ่งเหยิงและได้รับบาดเจ็บทีละคนและพวกเขาก็โกรธแค้น พวกเขาทั้งหมดเปิดอาวุธของพวกเขาบน [NAME] \n [NAME] โยนความโกรธ [ITS] ทั้งหมดโดยไม่รั้งรอที่จะโจมตีศัตรูและล้างพวกมันทั้งหมดออกไปช่วยชีวิตผู้คนในเมือง
[NAME]惊怒交加，御剑赶了过去，发现这是一群{0}的邪魔布下化血大阵收人生魂，修炼魔功。\n[NAME]眼见情况紧急，来不及多想，运起全身功力轰破阵眼。{0}的弟子受阵法反噬，纷纷受伤，又被[NAME]坏了大事，勃然大怒，各自放出性命交修的法宝向[NAME]攻来。\n双方苦斗半日，[NAME]渐渐感到真气不济，暗暗叫苦。敌人却仿佛看穿了[NAME]的窘境，合力一击击碎了[NAME]的护体真气。[NAME]鲜血狂喷，勉强护住心脉，逃离战场。	[NAME] ทั้งประหลาดใจและโกรธ [IT] พร้อมใช้งานดาบ [ITS] จากนั้นก็รีบวิ่งไปเพียงเพื่อจะพบว่าปีศาจ {0} กลุ่มนี้กำลังใช้การเปลี่ยนแปลงของเลือดเพื่อดูดวิญญาณที่มีชีวิตเพียงเพื่อฝึกฝนเวทมนต์ของพวกเขา \n [NAME] เห็นว่าสถานการณ์ตกอยู่ในความคับแค้น แต่ไม่สามารถคิดหาทางแก้ไขได้ [IT] จึงวางกำลัง [ITS] ทั้งหมดที่จะแบกรับเพื่อระดมยิงกองกำลังเสริม สาวก {0} ถูกโจมตีจากรูปแบบที่ยุ่งเหยิงและได้รับบาดเจ็บทีละคน ระเบิดด้วยความโกรธพวกเขาทั้งหมดจึงเปิดอาวุธของพวกเขาใน [NAME] \n ทั้งสองฝ่ายต่อสู้กันอย่างดุเดือดตลอดทั้งวัน Qi ของ [NAME] กำลังหมดลงอย่างช้าๆและ [IT] ก็เริ่มที่จะรับมือ ดูเหมือนว่าศัตรูจะมองเห็นสถานการณ์ของ [NAME] และทะลุกำแพง Qi [ITS] เข้าไปได้ เลือดของ [NAME] กระฉูดไปทั่วทุกที่ [IT] จัดการเพื่อป้องกันเส้นเลือดใหญ่ [ITS] ขณะที่ [IT] หนีไป
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派弟子。\n虽同为邪道，[NAME]却与{1}的这几名弟子早有私怨。他狞笑两声，毫无声息的向这帮{1}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人\n双方本来势均力敌，[NAME]的偷袭使得{1}迅速溃败，[NAME]放开手脚，大杀特杀，将这群{1}的弟子全歼当场。不过[NAME]不欲与正道纠缠，搜了几个无主的宝物便迅速离去。	[NAME] รีบเข้ามาและพบว่าสาวก {0} มีกลุ่มสาวกปีศาจล้อมรอบ \n ถึงแม้ว่าทั้งสองจะอยู่ในกฎแห่งความชั่วร้ายเดียวกัน แต่ [NAME] ได้กักขังสาวก {1} กลุ่มนี้มานาน [IT] หัวเราะเยาะอย่างน่ารังเกียจและเปิดตัวการแอบโจมตีกลุ่มสาวก {1} ในขณะที่พวกเขาถูกจับได้อย่างมิดชิด [NAME] สามารถสร้างความเสียหายอย่างรุนแรงให้กับศัตรูจำนวนมากได้ในครั้งเดียว \n ทั้งสองฝ่ายมีการจับคู่อย่างเท่าเทียมกัน แต่การโจมตีที่น่าประหลาดใจของ [NAME] ทำให้ {1} ลดลงในเวลาไม่นาน [NAME] ออกไปทั้งหมดกำจัดสาวก {1} คน ตอนนี้ [NAME] ไม่ต้องการยุ่งเกี่ยวกับกฎอันชอบธรรม [IT] หยิบสมบัติสองสามชิ้นออกมาและหลบหนีไปด้วย
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人\n双方本来势均力敌，[NAME]的偷袭使得{0}迅速溃败，[NAME]看局面必死，也没有现出身形，搜了几个无主的宝物便迅速离去。	[NAME] รีบเข้ามาและพบว่าสาวก {1} คนกำลังล้อมพวกสำนักที่ชอบธรรม \n แม้ว่าทั้งสองจะเป็นธรรมบัญญัติอันชอบธรรม แต่ [NAME] ได้แสดงความไม่พอใจต่อสาวกของ {0} เหล่านี้มานานแล้ว [IT] ได้เปลี่ยนอาวุธ [ITS] อย่างลับๆและเปิดการโจมตีแบบลับๆโดยไม่ส่งเสียงใด ๆ จากสาวก {0} กลุ่มนี้ ในขณะที่พวกเขาถูกจับได้อย่างมิดชิด [NAME] สามารถสร้างความเสียหายอย่างรุนแรงให้กับศัตรูจำนวนมากได้ในครั้งเดียว \n ทั้งสองฝ่ายมีการจับคู่อย่างเท่าเทียมกัน แต่การโจมตีที่น่าประหลาดใจของ [NAME] ทำให้ {0} ลดลงในเวลาไม่นาน ดูเหมือนว่านั่นคือทั้งหมดที่เธอเขียนดังนั้น [NAME] จึงหลบหนีไปพร้อมกับสมบัติหลายชิ้น
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派弟子。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。但是由于[NAME]修为太低，他的偷袭却被早早识破，反而暴露了自己的身形。\n{0}的弟子对你的偷袭感到异常震怒，他们甚至拼着受伤，向[NAME]施展出{0}的镇派绝杀，将之狠狠重创。[NAME]偷鸡不成蚀把米，慌不择路的逃离战场。	[NAME] รีบเข้ามาและพบว่าสาวก {1} รายล้อมกลุ่มสาวกของสำนักที่ชอบธรรม \n แม้ว่าทั้งสองจะเป็นธรรมบัญญัติอันชอบธรรม แต่ [NAME] ได้แสดงความไม่พอใจต่อสาวกของ {0} เหล่านี้มานานแล้ว [IT] ได้เปลี่ยนอาวุธ [ITS] อย่างลับๆและเปิดการโจมตีแบบลับๆโดยไม่ส่งเสียงใด ๆ จากสาวก {0} กลุ่มนี้ แต่เนื่องจากการเพาะปลูกของ [NAME] ไม่ได้ขึ้นอยู่กับความยุ่งเหยิงดังนั้นการลอบโจมตี [ITS] จึงถูกมองผ่านและ [IT] ก็ถูกเปิดเผย \n สาวก {0} คนถูกโจมตีอย่างผิดปกติโดย [ITS] พวกเขาเต็มใจที่จะเสี่ยงต่อการบาดเจ็บเพื่อดึงการเคลื่อนไหวขั้นสูงสุดของสำนัก [NAME] ออกมาเพื่อสร้างความเสียหายร้ายแรงให้กับ [ENHIM] [NAME] ใช้กฎใด ๆ [IT] ที่สามารถหลบหนีได้ไม่ว่าจะมีค่าใช้จ่ายใด
借着绝杀余威，[SCHOOL]的弟子杀出包围，逃离了战场。随后，他们向修行界曝光了[NAME]的卑劣行径。	ตามชื่อของพวกเขาสาวก [SCHOOL] เข่นฆ่าพวกเขาออกจากตำแหน่งที่ล้อมรอบเพื่อหลบหนีจากสนามรบ หลังจากนั้นพวกเขาก็ได้เปิดเผยพฤติกรรมที่ไม่เป็นประโยชน์ของ [NAME] ให้โลกได้รับรู้
[NAME]搜索了此处，发现了一些原主人留下的宝物。	[NAME] ค้นหาพื้นที่และพบสมบัติบางอย่างที่ทิ้งไว้
[NAME]搜寻了一番，什么都没有发现。	[NAME] ค้นหาพื้นที่ แต่ไม่พบอะไรเลย
[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。就在[NAME]准备放弃时，面前突然出现一片法力开辟的空间，里面放了数件宝光莹然的事物。	พลังชี่ของ [NAME] ไหลออกมาเมื่อ [IT] ตกลงไปในสระน้ำลึก [IT] ไม่คาดคิดว่ายิ่ง [IT] เข้าไปลึกเท่าไหร่น้ำก็จะยิ่งเย็นลง มันเหมือนกับว่าความเย็นกำลังแทรกซึม [ENHIM] ไปจนถึงกระดูก [ITS] [IT] แทบจะทนไม่ไหว ตอนที่ [NAME] กำลังจะยอมแพ้ว่ามีพื้นที่ข้างหน้าถูกล้างออกด้วยเวทมนต์ที่มีไอเท็มเงางามอยู่ข้างใน
[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。无奈之下，只得作罢。	พลังชี่ของ [NAME] ไหลออกมาเมื่อ [IT] ตกลงไปในสระน้ำลึก [IT] ไม่คาดคิดว่ายิ่ง [IT] เข้าไปลึกเท่าไหร่น้ำก็จะยิ่งเย็นลง มันเหมือนกับว่าความเย็นกำลังแทรกซึม [ENHIM] ไปจนถึงกระดูก [ITS] [IT] แทบจะทนไม่ไหว เนื่องจาก [IT] หมดหนทาง [NAME] จึงต้องยอมแพ้
[NAME]想到门派并不需要这些东西，还是不要浪费时间了。	[NAME] คิดว่าสำนักไม่ต้องการสิ่งเหล่านี้จริงๆควรหยุดเสียเวลาเพื่อสิ่งนี้ดีกว่า
[NAME]并没有找到合适的修行种子。	[NAME] ไม่พบว่ามีลูกศิษย์คนใดที่เหมาะสมกับการฝึกฝน
[NAME]什么都不想做，还是离开这里吧。	[NAME] ไม่ต้องการทำอะไรสักอย่าง แต่ออกไป
[NAME]机缘不错，成功收集到了宝物。	[NAME] โชคดี [IT] มีสมบัติล้ำค่า
[NAME]寻觅许久，却毫无线索。[IT]知道宝物有缘者得，无奈之下，只得作罢。	[NAME] ค้นหาอยู่พักหนึ่ง แต่ไม่พบเบาะแส [IT] รู้ว่าสมบัติจะถูกอ้างสิทธิ์โดยผู้ที่ถูกกำหนดให้ทำเช่นนั้น ในสถานการณ์ที่ทำอะไรไม่ถูกทางเลือกเดียวคือยอมแพ้
