Key	Value
只有对术法之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	เฉพาะเมื่อตัวละครได้รับความเข้าใจเกี่ยวกับคาถามากพอ (Lv.20 ขึ้นไป) พวกเขาจะสามารถแนบความหยั่งรู้นั้นเข้ากับอุปกรณ์ได้
只有对护御之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	เฉพาะเมื่อตัวละครมีความเข้าใจในการป้องกันมากพอ (Lv.20 ขึ้นไป) พวกเขาจะสามารถแนบความหยั่งรู้นั้นเข้ากับอุปกรณ์ได้
只有对炼丹之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	เฉพาะเมื่อตัวละครมีความเข้าใจเกี่ยวกับการเล่นแร่แปรธาตุมากพอ (Lv.20 ขึ้นไป) พวกเขาจะสามารถแนบความหยั่งรู้นั้นเข้ากับอุปกรณ์ได้
只有对炼器之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	เฉพาะเมื่อตัวละครมีความเข้าใจเกี่ยวกับ การสร้างของวิเศษ มากพอ (Lv.20 ขึ้นไป) พวกเขาจะสามารถแนบความหยั่งรู้นั้นเข้ากับอุปกรณ์ได้
只有道行精深的修行者（300以上），才能将修炼的感悟寄托于装备。	มีเพียงผู้ฝึกตนที่มีค่าความสำเร็จสูง (300 ขึ้นไป) เท่านั้นที่สามารถแนบความหยั่งรู้แห่งการฝึกตนเข้ากับอุปกรณ์ของพวกเขาได้
神兽灵智	จิตวิญญาณ
抱拳	ทักทาย
疑惑	คำถาม
臣服	ยอมแพ้
失败	ล้มเหลว
你们悉数被击败，已无人有一战之力，一股巨大的力量将你们推出了此地。	คุณพ่ายแพ้ทีละคนและไม่มีใครสามารถต่อสู้กลับได้ ศัตรูที่แข็งแหร่งผลักดันให้คุณออกจากสถานที่แห่งนี้
尚有未结束的战斗	การต่อสู้ที่ยังไม่เสร็จสิ้น
尚有角色处于隐匿状态	ตัวละครที่ซ่อนอยู่
尚有角色处于警戒区域，请先远离门派区域	ตัวละครในพื้นที่แจ้งเตือน โปรดอยู่ให้ห่างจากสำนัก
建筑解锁	ปลดล็อกสิ่งก่อสร้าง
解锁了以下建筑：\n	สิ่งปลูกสร้างต่อไปนี้ถูกปลดล็อก: \n
未获得通行权，门派的大能正在赶来的路上，请速速离开此地。	ไม่ได้รับอนุญาติให้เข้า สำนักที่ปกครองพื้นที่นี้ได้ส่งคนมาป้องกัน กรุณาออกจากพื้นที่นี้
警告	คำเตือน
载入场景数据	กำลังโหลดข้อมูลแผนที่
进入场景	เข้าสู่พื้นที่
载入角色数据	กำลังโหลดข้อมูลตัวละคร
最后的准备	การเตรียมการขั้นสุดท้าย
\n{0}级	\nระดับ {0}
{0}{1:F0}  {2}等级	{0}{1:F0} {2} ระดับ
{0}{1}  {2}经验	{0}{1}{2} XP
{0}{1:F0}  {2}等级(提高上限)	{0}{1:F0}{2} ระดับ (เพิ่มขีดจำกัด)
天苍 {0}年第{1}日,通过从{2}获取的理智，对{3}的感知，对{4}的认知，产生了一点灵智碎片。	วัน {1} ปี {0} ของยุค Tiancang ผ่านความเป็นเหตุเป็นผลที่ได้รับจาก {2} การรับรู้ {3} และการตระหนักของ {4} ชิ้นส่วนแห่งปัญญาจึงเกิดขึ้น
[NAME]通过从{2}获取的理智，对{3}的感知，对{4}的认知，产生了一点灵智碎片。	ด้วยเหตุผลที่ได้รับจาก {2} การรับรู้ของ {3} และการตระหนักของ  {4}[NAME]ชิ้นส่วนแห่งปัญญาจึงเกิดขึ้น
[NAME]通过经历{0}，认识{1}，感受{2}。成功开启灵智，化形成功。	จากประสบการณ์ของ {0} การตระหนักของ {1} และการรับรู้  {2} ทำให้[NAME]ได้รับความเฉลียวฉลาดและเปลี่ยนแปลงรูปร่างได้สำเร็จ
某个物品	ไอเท็มบางอย่าง
芸芸众生	ปานกลาง
【新线索·{0}】	[เบาะแสใหม่ {0}]
获得新的线索：\n[align=center][color=#306BC7]{0}[/color][/align]	ได้เบาะแสใหม่:\n[align=center][color=#306BC7]{0}[/color][/align]
解锁新的隐秘：\n[align=center][color=#306BC7]{0}[/color][/align]	ปริศนาใหม่ถูกเปิดเผย:\n[align=center][color=#306BC7]{0}[/color][/align]
丢失	สูญหาย
听说了一个秘闻，也不知真假	ได้ยินความลับใหม่ อาจเป็นความจริงหรือไม่ก็ได้
解锁新的角色：\n[align=center][color=#306BC7]{0}[/color][/align]	ปลดล็อกตัวละครใหม่แล้ว:\n[align=center][color=#306BC7]{0}[/color][/align]
之法	(1)เวทย์มนต์
独门秘籍	ตำราพิเศษ
获得{0}的所有异闻信息	รับข้อมูลลับทั้งหมดเกี่ยวกับ {0}
[无门无派]	[ไม่ได้เป็นพันธมิตร]
工作与劳动	แรงงานหนัก
不安	ไม่สบายใจ
埋葬	ฝัง
{0}之墓	สุสานของ {0}
{0}\n享年{1:N0}岁\n死因:{2}	{0}\nเสียชีวิตเมื่ออายุ {1:N0}\nสาเหตุการตาย: {2}
未知	ไม่ทราบ
祭拜	สักการะ
打水	ตักน้ำ
扫地	กวาดพื้น
迷惑	รำคาญ
许愿	ขอพร
{0} 享用:{1}	{0} ใช้: {1}
规划行程	วางแผนการเดินทาง
休息	พักผ่อน
规划路线	วางแผนเส้นทาง
探索	สำรวจ
面向	(1)ใบหน้า
挖土	ขุด
喂食	ให้อาหาร
喂水	น้ำ
喂{0}吃了东西	ให้อาหารกับ {0}
喂{0}喝了水	ป้อนน้ำให้ {0}
待机	รอ
游荡	ตะลอน
嗷~	โอ๊ย
放灯	ปล่อยโคมไฟ
被{0}屠宰	ถูกฆ่าโดย {0}
前往	ไปที่
击杀	ฆ่า
被{0}击杀	ถูกฆ่าโดย {0}
历练	การผจญภัย
驻扎	ค่าย
征伐	พิชิต
放下收获	สถานที่เก็บเกี่ยว
犹豫不决	ลังเล
挖地离开	ขุดไป
{0}对你好感度{2}{1:F0}点	{0} ชอบคุณมากขึ้น {2}{1:F0} คะแนน
增加	เพิ่มขึ้น
减少	ลดลง
看天花板	มองไปที่เพดาน
晨观日出	ชมพระอาทิตย์ขึ้น
暮观日落	ชมพระอาทิตย์ตก
赏月	ดูดวงจันทร์
凝神望天	เฝ้าดูท้องฟ้า
夜观星象	ดูท้องฟ้ายามค่ำคืน
观云卷云舒	ดูเมฆ
听雨	ฟังเสียงฝน
赏雪	ดูหิมะ
随便看看	มองไปรอบ ๆ
读书品卷	กำลังอ่าน
翩然起舞	เริ่มเต้นรำ
熔炼中	กำลังหลอม
打包建筑	ห่อสิ่งก่อสร้าง
打包	ห่อ
灭火	ดับไฟ
灭火失败	ดับไฟไม่สำเร็จ
夺取物品	เอาไอเท็ม
搜索	ค้นหา
认主	อ้างสิทธิ์
神秘修行者	ผู้ฝึกตนลึกลับ
观察	เฝ้ามอง
观察{0}之后，获得了对于{1}的思绪片段。	ได้รับชิ้นส่วนความคิดของ {1} หลังจากเฝ้ามอง {0}
仔细观察了一番，但思绪碎片过多，无法获得。	แม้จะมีการเฝ้ามองอย่างรอบคอบ แต่ก็มีชิ้นส่วนของชิ้นส่วนความคิดมากเกินไป ไม่สามารถรับได้
思考之前无法通过观察获得更多关于{0}的思绪	ไม่สามารถรับความคิดเกี่ยวกับ {0} ได้อีกต่อไปผ่านการสังเกตก่อนคิด
观察{0}之后未能获得任何思绪碎片。	ไม่ได้รับชิ้นส่วนความคิดหลังจากเฝ้ามอง {0}
交流	คุย
打架	ต่อสู้
接受治疗	รับการรักษา
等待收留	กำลังรอการรับสมัคร
等待帮助	กำลังรอความช่วยเหลือ
收留	ยอมรับ
提供帮助	ช่วยเหลือ
驱逐	ขับไล่
劝说留下	ชักชวนให้คงอยู่
孵蛋	ฟักไข่
生育	ผสมพันธุ์
魔(茫然)	ปีศาจ (Blank Stare)
茫然	ว่าง
魔(幽闭)	ปีศาจ (ถูกกักขัง)
幽闭	กักขัง
封闭	ปิดผนึก
魔(封闭)	ปีศาจ (ปิดผนึก)
魔(恸哭)	ปีศาจ (คร่ำครวญ)
恸哭	ร่ำไห้
{0}的撕咬	กัดของ {0}
{0}的利爪	กรงเล็บของ {0}
{0}的炎喙	จงอยปากของ {0}
{0}的攻击	การโจมตีของ {0}
享用:{0}	ใช้: {0}
拉屎	กำลังขับถ่าย
施法搬运中	กำลังแบก
被治疗	ได้รับการรักษา
思考	กำลังคิด
玩耍	กำลังเล่น
陪睡觉	นอนหลับกับคนอื่น
锻炼{0}中	ออกกำลังกาย {0}
正在前往{0}	ไปที่ {0}
回转门派	(1)สำนักย้อนกลับ
正在离开{0}	ออกจาก {0}
被施法	ถูกร่าย
被吸灵	(1)ถูกดูดพลังชี่ไป
感悟天地	ลึก ๆ ในความคิด
飞升	จุติ
{0}经过{1}重信仰天劫磨炼，终于神性圆满，于天苍历{2}年{3}褪去凡胎，以{4}成就此间世界一方神灵。	(1)หลังจากทนทุกข์ทรมานจาก {1} ทัณฑ์สวรรค์ความเชื่อ {0} ก็ได้บรรลุความเป็นเทพ ในปี {2} ของยุคเทียนคัง {3} ได้จุติจากร่างมนุษย์และกลายเป็นเทพผ่านทาง {4}
观礼	เข้าร่วมพิธี
接受铸体	รับการหลอมร่างใหม่
铸体	หลอมร่างใหม่
参悟	แรงบันดาลใจ
准备讲道	เตรียมการสอน
讲道	บรรยาย
听讲	เข้าร่วมบรรยาย
护法	ยาม
绘制	วาด
拜师	อาจารย์
收徒	ลูกศิษย์
被夺舍	ถูกสิง
夺舍	สิง
接受传授	เรียน
传授	สั่งสอน
停留	นิ่ง
跟随{0}	ติดตาม {0}
沉睡	นอน
思考，剩余{0:N0}秒	กำลังคิด เหลืออีก {0:N0} วินาที
觉醒灵智	ปลุกสติปัญญา
觉醒灵智，剩余{0:N0}秒	กำลังปลุกสติปัญญา เหลืออีก {0:N0} วินาที
文中含有敏感词汇，请斟酌后重书。	ซึ่งมีคำที่ละเอียดอ่อน กรุณาเขียนใหม่และลองอีกครั้ง
阵法运转	(1)การสร้างค่ายกล
建造:{0}	สร้าง: {0}
伐木	ตัดไม้
移除:{0}	ลบ: {0}
拆除:{0}	รื้อถอน: {0}
老子好饿，只能吃土了！	ฉันหิวมาก ฉันจะกินดิน!
喂给{0}{1}	ป้อนให้กับ {0}{1}
东西	สิ่งต่างๆ
战斗中	ในการต่อสู้
维修:{0}	ซ่อมแซม: {0}
娱乐:{0}	พักผ่อน: {0}
摔倒	(1)ตก
前往:{0}	ไปที่: {0}
前往:目标点	ไปที่: พื้นที่เป้าหมาย
收获:{0}	รวบรวม: {0}
倒地	ล้มเหลว
取下置物台物品	ลบไอเท็มที่แสดง
进入建筑	เข้าสู่สิ่งก่อสร้าง
手工制作	ทำด้วยมือ
切石	ตัดหิน
裁缝	เย็บเสื้อผ้า
做东西	สร้างบางสิ่ง
采矿	ขุดเหมือง
开采:{0}	ขุดเหมือง: {0}
拾取	เก็บ
放下:{0}	วางลง: {0}
抱起:{0}	พกพา: {0}
种植:{0}	พืช: {0}
放下	วางลง
调查:{0}	ตรวจสอบ: {0}
安装建筑:{0}	สร้าง: {0}
凶宅	บ้านผีสิง
{0}正在发挥药效	{0} ยากำลังออกฤทธิ์
治疗:{0}上的{1}	รักษา: {0} ของ {1}
孵化中	การฟักไข่
进攻	โจมตี
夺剑	แย่งดาบ
施放	ไฟ
聚气	การรวบรวมพลังชี่
\n来自：{0}	\nที่มา: {0}
{0}对其施展的{1}	{0} แสดงให้พวกเขาเห็น {1}
似乎什么都不会发生	ดูเหมือนไม่มีอะไรเกิดขึ้น
{0}可能会出现 {1}	{0} อาจปรากฏที่ {1}
似乎没有什么特殊的事情发生	ดูเหมือนจะไม่มีอะไรพิเศษเกิดขึ้น
门派近期派人前往{0}可能{1}	(1)การส่งสมาชิกไปยัง {0} อาจจะทำให้เพิ่ม {1}
某地	บางแห่ง
被替换	ถูกแทนที่
激活中	กำลังเปิดใช้งาน
遇到有缘人	คุณได้พบใครบางคนที่ยอดเยี่ยม
有所奇遇	(1)พบโอกาส
与人发生争斗	เริ่มการต่อสู้
与当地门派有所交流	สื่อสารกับสำนักท้องถิ่น
有所收获	คุณได้รับบางสิ่งบางอย่าง
大有收获	คุณได้รับมาก
探听到重要消息	คุณได้ยินข้อมูลสำคัญ
小有收获	คุณได้รับเล็กน้อย
施法	ร่าย
吸灵	การดูดซึมพลังชี่
位于{0}的淬炼已经停止。\n[color=#990000]{1}[/color]	การดับที่ {0} หยุดลงแล้ว\n[color=#990000]{1}[/color]
吐纳天地	การหายใจทางโลก
斩念天劫	ทัณฑ์สวรรค์ที่ถูกปลด
{0}成功通过斩念天劫斩掉执念，神国扩大一境。	{0} กำจัดความหลงไหลของพวกเขาได้สำเร็จผ่านความทุกข์ทรมานจากการปลดจึงขยายอีกหนึ่งส่วนย่อยของอาณาจักรศักดิ์สิทธิ์ของพวกเขา
境界突破属性{0}	ประเภทก้าวข้ามขีดจำกัด {0}
金劫	ทัณฑ์สวรรค์ของโลหะ
木劫	ทัณฑ์สวรรค์ของไม้
水劫	ทัณฑ์สวรรค์ของน้ำ
火劫	ไฟทุกข์
土劫	ทัณฑ์สวรรค์ของโลก
渡劫	การอยู่รอดของทัณฑ์สวรรค์
结丹	การสร้างแกน
建立神国	สร้างอาณาจักรศักดิ์สิทธิ์
突破瓶颈	การฝ่าฟันอุปสรรค
御物	ความเชี่ยวชาญของวิเศษ
炼器中	การประดิษฐ์ของวิเศษ
六壬神算	การมองการณ์ไกลทางโหราศาสตร์
神灵问踪	การติดตามความศักดิ์สิทธิ์
成功得到{0}的行踪：{1}。	ติดตามสำเร็จแล้ว {0}: {1}
未能得到{0}的行踪。	ไม่สามารถติดตาม {0}
运转阵法	ดำเนินการสร้าง
成长值	การเจริญเติบโต
御丹	แกน
灵智	INT
营养	โภชนาการ
低级：{0}。\n	ระดับประถมศึกษา: {0} \n
中级：{0}。\n	ระดับกลาง: {0} \n
高级：{0}。\n	ขั้นสูง: {0} \n
正	ดี
邪	ชั่วร้าย
肥加	อ้วนแอด
肥减	อ้วนลบ
壮加	เพิ่มกล้ามเนื้อ
壮减	ลบกล้ามเนื้อ
测试物品	ไอเท็มทดสอบ
#ERROR!	#ERROR!
丹药	ยาวิเศษ
秘宝	ของวิเศษหายาก
镇物	ที่ระลึก
内门杂物	หนังสือรวมชั้นใน
装备	เกียร์
外门杂物	เรื่องนอกรอบ
材料	วัสดุ
鱼类	ปลา
修炼途径	วิธีการฝึกตน
上古阵法	รูปแบบโบราณ
阵法真意	ความจริงของการก่อตัว
神通	เวทย์มนต์
妖兽	สัตว์ประหลาด
凶兽	สัตว์ดุร้าย
灵宠	สัตว์เลี้ยง
妖族	เหยาก๊วย
建筑人文	สิ่งก่อสร้างและวัฒนธรรม
矿石植被	แร่และพืช
自然奇景	ภูมิทัศน์ธรรมชาติ
地点	สถานที่
天下奇物	หายากและสมบัติ
妙法玄机	เวทมนต์และวิธีการ
众生之相	ผู้คนและสิ่งมีชีวิต
环境生态	สิ่งแวดล้อมและนิเวศวิทยา
红尘百态	สังคมและปรากฏการณ์
物品图鉴的内容需要在游戏中通过发现来点亮。	ในการปลดล็อกเนื้อหาของสารานุกรมไอเทมคุณต้องค้นพบสิ่งเหล่านี้ในเกม
神通图鉴需要玩家阵营的角色亲自学习来点亮。	ในการปลดล็อกเนื้อหาของ เวทย์มนต์ Encyclopedia คุณต้องมีตัวละครในกลุ่มของคุณเพื่อเรียนรู้ด้วยตนเอง
功法图鉴需要玩家门派获取来点亮。	เพื่อปลดล็อกเนื้อหาของสารานุกรมกฎสำนักของคุณจำเป็นต้องได้รับพวกเขา
生物图鉴需要玩家拥有或击杀该生物来点亮。	ในการปลดล็อกเนื้อหาของสารานุกรมสิ่งมีชีวิตคุณต้องครอบครองหรือฆ่าสิ่งมีชีวิตเหล่านี้
建筑图鉴需要玩家亲手建造来点亮。	ในการปลดล็อกเนื้อหาของ Building Encyclopedia คุณต้องสร้างเอง
矿石植被图鉴需要玩家开采来点亮。	ในการปลดล็อกเนื้อหาของแร่และสารานุกรมพืชคุณต้องขุดพวกมัน
天气图鉴需要玩家遭遇对应天气来点亮。	ในการปลดล็อกเนื้อหาของสารานุกรมสภาพอากาศคุณต้องพบกับสภาพอากาศที่สอดคล้องกัน
历练事件图鉴需要玩家经历对应事件来点亮。	ในการปลดล็อกเนื้อหาของสารานุกรมกิจกรรมการผจญภัยคุณต้องมีประสบการณ์เหตุการณ์ที่เกี่ยวข้อง
上古阵法图鉴需要玩家结成完整的上古阵法来点亮。	ในการปลดล็อกเนื้อหาของสารานุกรมการก่อตัวโบราณคุณต้องสร้างรูปแบบที่สมบูรณ์ตามลำดับ
阵法真意图鉴需要玩家结成包含对应真意的阵法来点亮。	ในการปลดล็อกเนื้อหาของสารานุกรมความจริงของการก่อตัวคุณต้องสร้างรูปแบบที่สมบูรณ์ของความจริงที่เกี่ยวข้อง
门派图鉴需要玩家拜山对应的门派来点亮。	หากต้องการปลดล็อกเนื้อหาของสารานุกรมสำนักคุณต้องไปที่สำนักที่เกี่ยวข้อง
地点图鉴需要玩家前往目标地点历练来点亮。	ในการปลดล็อกเนื้อหาของสารานุกรมตำแหน่งคุณต้องเดินทางไปยังสถานที่เหล่านี้เพื่อผจญภัย
修炼方式图鉴的内容需要在游戏中通过该方法修炼来点亮。	เพื่อปลดล็อกเนื้อหาของสารานุกรมวิธีการฝึกตนคุณต้องฝึกฝนด้วยวิธีการที่เกี่ยวข้องในเกม
通过在地图环境中选择特定环境解锁。	เลือกสภาพแวดล้อมเฉพาะในแผนที่เพื่อปลดล็อก
请先在地图中创建所需建筑及物品，接着通过建筑菜单中的蓝图/导出蓝图 框选一个最大不超过20x20的区域，将其中的建筑（包括置物台上符合条件的物品）导出为建筑蓝图	โปรดสร้างสิ่งปลูกสร้างและไอเท็มที่ต้องการในแผนที่และเลือกพื้นที่ที่มีขนาดไม่เกิน 20 * 20 ช่องว่างผ่านพิมพ์เขียว/ส่งออกพิมพ์เขียวในเมนูสิ่งก่อสร้างโดยส่งออกสิ่งปลูกสร้าง (รวมถึงไอเท็มที่มีอยู่บนจอแสดงผล) เป็นพิมพ์เขียว
未选择需要上传的内容	คุณยังไม่ได้เลือกเนื้อหาที่จะอัปโหลด
单次上传的建筑蓝图最多允许 20 个	การอัปโหลดแต่ละครั้งสามารถมีพิมพ์เขียวสิ่งก่อสร้างได้ 20 แบบ
{0} 中含有来自模组的建筑或物品	{0} มีสิ่งปลูกสร้างหรือสิ่งของจากม็อด
上传的内容中有未保存的建筑蓝图，请先保存	มีพิมพ์เขียวที่ยังไม่ได้เซฟในเนื้อหาที่อัปโหลด กรุณาเซฟไว้ก่อน
{0} 蓝图规格超限，无法上传	ไม่สามารถอัปโหลดพิมพ์เขียว {0} ได้เนื่องจากข้อ จำกัด ของขนาด
等建筑蓝图	กำลังรอพิมพ์เขียว
[作者]\r\n	[ผู้แต่ง]\r \n
[简介]\r\n	[Intro]\r \n
[内容]\r\n	[เนื้อหา]\r \n
\n此模组含有DLC{0}的内容	\nMOD นี้มีเนื้อหาจาก DLC: {0}
建筑蓝图 {0} 数据写入中...	กำลังโหลดพิมพ์เขียว {0} …
现在退出未保存的数据将丢失	หากคุณออกจากตอนนี้ความคืบหน้าที่ไม่ได้เซฟจะหายไป
蓝图丢失	พิมพ์เขียวหายไป
<font color=#FF0000>蓝图中存在失落之物\n</font>	<font color=#FF0000> ไอเท็มที่สูญหายในพิมพ์เขียว\n</font>
蓝图缺少名称无法保存	ไม่สามารถเซฟพิมพ์เขียวที่ไม่มีชื่อ
确定删除 {0} 吗？	คุณต้องการลบ {0} หรือไม่
确定删除以下建筑蓝图吗？\n\n{0}	คุณต้องการลบพิมพ์เขียวต่อไปนี้หรือไม่?\n\n{0}
新建蓝图	สร้างพิมพ์เขียวใหม่
自制建筑蓝图	สร้างพิมพ์เขียวของคุณเอง
蓝图丢失！	พิมพ์เขียวหาย!
蓝图	พิมพ์เขียว
蓝图说明：\n	คำอธิบายพิมพ์เขียว: \n
建造材料：\n	วัสดุก่อสร้าง: \n
\n放置物品：\n	\nไอเท็มที่วาง: \n
无库存	ไม่มีในสินค้าคงคลัง
获取书架：{0}，存储空间：{1} DaoHang	รับชั้นวาง: {0}, พื้นที่จัดเก็บ: {1} DaoHang
存储空间不足，共需要 {0}DaoHang, 仅剩余 {1}DaoHang	พื้นที่จัดเก็บไม่เพียงพอ ต้องใช้ {0} DaoHang เหลือเพียง {1} DaoHang
秘籍:{0}	คู่มือ: {0}
功法:{0}	กฎ: {0}
自身功法	กฎของตัวเอง
入库中	กำลังถอดเสียง
不限制	ไม่ จำกัด
男	ชาย
女	หญิง
人类	มนุษย์
出身	วัยเด็ก
历世	ผู้ใหญ่
特殊	พิเศษ
插入角色名字	เลือกชื่อตัวละคร
插入第三人称代词（他/她）	เลือกสรรพนามบุคคลที่สาม (ชาย/หญิง)
插入语第三人称物主代词（他的/她的）	เลือกสรรพนามแสดงความเป็นเจ้าของบุคคลที่สาม (เขา/เธอ)
确定删除以下背景故事吗？\n\n{0}	คุณต้องการลบพื้นหลังต่อไปนี้หรือไม่?\n\n{0}
删除成功	ลบแล้ว
注意：修改已存在背景故事的分类可能会导致引用轮回者相应背景丢失。	หมายเหตุ: การเปลี่ยนหมวดหมู่ของพื้นหลังที่มีอยู่อาจทำให้พื้นหลังของผู้กลับชาติมาเกิดที่เกี่ยวข้องสูญเสียไป
不再提醒	อย่าแสดงรายการนี้อีก
好的	ตกลง
新故事	เรื่องใหม่
输入数值	ป้อนค่า
添加特性	เพิ่มลักษณะ
请选择需要保存的内容	เลือกเนื้อหาที่จะเซฟ
有需要保存的内容还没有名字	เนื้อหาที่คุณต้องเซฟยังไม่มีชื่อ
需要保存的内容还没有名字	เนื้อหาที่คุณต้องเซฟยังไม่มีชื่อ
保存成功	เซฟแล้ว
背景故事 {0} 数据写入中...	กำลังเขียนเรื่องราวเบื้องหลังของ {0} …
灵智缺少名称\n	ไม่มีชื่อของหน่วยสืบราชการลับ \n
缺少认知\n	ขาดความสำนึก \n
缺少理智\n	ขาดความมีเหตุผล \n
增加百分比	เพิ่มเปอร์เซ็นต์
增加固定值	เพิ่มขึ้น
新灵智	ข่าวกรองใหม่
请输入名称	ชื่ออินพุต
请选择认知	เลือก Realization
请选择理智	เลือก Rationality
请选择感知	เลือกการรับรู้
灵智 {0} 数据写入中...	กำลังเขียนข้อมูลอัจฉริยะ {0}...
Name	ชื่อ
确定删除以下灵智吗？\n\n{0}	แน่ใจไหมว่าต้องการลบข่าวกรองต่อไปนี้\n\n{0}
正常	สามัญ
壮	ทนทาน
胖	อวบ
花布	ผ้าคอตตอน
靛蓝布	ผ้าคราม
紫布	ผ้าสีม่วง
黄布	ผ้าสีเหลือง
蓝布	ผ้าสีน้ำเงิน
红布	ผ้าสีแดง
白布	ผ้าขาว
黑布	ผ้าสีดำ
单次上传的轮回者最多允许 20 个	คุณสามารถอัปโหลด Reincarnators ได้ 20 ครั้งต่อครั้ง
轮回者：{0} \n相同性别名字的轮回者已存在，无法保存	Reincarnator: {0}\nพบผู้กลับชาติมาเกิดที่มีอยู่ซึ่งมีเพศและชื่อเดียวกัน ไม่สามารถเซฟ
轮回者：{0} \n缺少描述，无法保存	Reincarnator: {0}\nไม่มีคำอธิบายและไม่สามารถเซฟได้
等轮回者	เป็นต้น
本地轮回者	Reincarnator ท้องถิ่น
确定删除以下轮回者吗？\n\n{0}	คุณต้องการลบตัวกลับชาติมาเกิดต่อไปนี้หรือไม่?\n\n{0}
失落的灵智	หน่วยสืบราชการลับที่หายไป
化形天劫: {0}	เผ่า Shapeshift: {0}
是	คือ
年龄不足	ไม่เก่าพอ
妖族化形	เปลี่ยนรูปร่าง Yaoguai
{1}:{2:F2}\n(先天:{3:F2} 后天:{4:F2})\n{0}	{1}: {2:F2}\n(ตั้งแต่เกิด: {3:F2}, หลังเกิด: {4:F2})\n{0}
潜力	ศักยภาพ
\n\n[color=#9e6404]不能共存：[/color]	\n\n[color=#9e6404]ไม่สามารถอยู่ร่วมกัน:[/color]
[新手推荐]\n	[แนะนำสำหรับผู้เริ่มต้น]\n
此经历不可改变。	ไม่สามารถแก้ไขพื้นหลังนี้ได้
未选择需要保存的内容	ยังไม่ได้เลือกเนื้อหาที่จะเซฟ
轮回者：{0} \n灵智不够，无法保存	Reincarnator: {0}\nสติปัญญาไม่เพียงพอไม่สามารถเซฟได้
自制轮回者	ปรับแต่ง Reincarnator
轮回者 {0} 数据写入中...	กำลังเขียนข้อมูลของ Reincarnator {0} …
点击修改	คลิกเพื่อแก้ไข
理智列表	รายการเหตุผล
理智	ความมีเหตุผล
认知列表	รายการการรับรู้
认知	สำนึก
感知列表	รายการการรับรู้
删除灵智碎片	ลบชิ้นส่วนข่าวกรอง
新灵智碎片	ชิ้นส่วนข่าวกรองใหม่
练气	Shaper
金丹	แกนทองคำ
元神	วิญญาณดั้งเดิม
真仙	เป็นอมตะ
基础	ขั้นพื้นฐาน
单手武器	อาวุธ 1H
长柄武器	อาวุธยาว
拳套	ถุงมือ
弓	คันธนู
双锤	ตะลุมพุก
极难	ยากมาก
难	ยาก
中等	ปานกลาง
易	ง่าย
极易	ง่ายมาก
低	ต่ำ
高	สูง
皆可	จะได้รับ
新丹药	ใหม่ ยาวิเศษ
新消耗品	วัสดุสิ้นเปลืองใหม่
新衣裤	เสื้อผ้าใหม่
新武器	อาวุธใหม่
新其他装备	ใหม่อุปกรณ์อื่น ๆ
新秘籍	คู่มือใหม่
单次上传的物品最多允许 20 个	คุณสามารถอัปโหลดได้ครั้งละ 20 ไอเท็มเท่านั้น
上传的内容中有未保存的物品，请先保存	มีไอเท็มที่ไม่ได้เซฟในเนื้อหาที่อัปโหลด กรุณาเซฟไว้ก่อน
等物品	ไอเท็ม
自定义物品 {0} 数据写入中...	กำลังเขียนข้อมูลของไอเท็มที่กำหนดเอง {0}...
新物品	ไอเท็มใหม่
生产数量	ผลผลิต
英	มือ
俊	บาง
美	Beauti
丽	เต็ม
物品缺少名称无法保存	ไม่สามารถเซฟไอเท็มที่ไม่มีชื่อ
装备缺少主材料无法保存	ไม่สามารถเซฟได้เนื่องจากไม่มีวัสดุหลัก
{0} 缺少产出建筑无法保存	{0} ไม่มีสิ่งก่อสร้างเอาต์พุตไม่สามารถเซฟได้
{0} 缺少产出方式无法保存	{0} ไม่มีวิธีการแสดงผลไม่สามารถเซฟได้
确定删除以下物品吗？\n\n{0}	คุณต้องการลบไอเท็มต่อไปนี้หรือไม่\n\n{0}
消耗品	วัสดุสิ้นเปลือง
衣裤	เสื้อผ้า
其他装备	อุปกรณ์อื่น ๆ
自制物品	ไอเท็มที่กำหนดเอง
{0}没有收杆，鱼跑了	{0} ไม่ได้หมุนตัวและปลาก็หายไป
似乎有个沉甸甸的东西上钩了！！它竟然是--	ของหนักเอาเหยื่อ! และมันก็เป็น…
用力拉杆	ม้วนเข้า
{0}似乎钓到什么不得了的东西，但却被它逃脱了	{0} ดูเหมือนว่าจะพบสิ่งผิดปกติ แต่ก็สามารถหลบหนีได้
没有地方可以放鱼了！	ไม่มีที่ปล่อยปลา
{0}收获了一条{1}	{0} ติด {1}
{0}，竟重达{1:f1}斤！！！	{0} และมันคือ {1:f1} กก!
运气不错，钓到了一条{0:f1}斤的{1}	โชดดีแค่ไหนเนี่ย! จับน้ำหนักได้ {1}{0:f1} กก.
极为珍稀的{0}！！！	หายากมาก {0}!
运气不错，钓到了一条极为珍稀的{0}	โชดดีแค่ไหนเนี่ย! จับได้ยากมาก {0}
一只野生的{0}！！！	สุดยอด {0}!
钓到了野生的{0}	ติดป่า {0}
